player_id,name,player_club,age,position,goalkeeper_or_not,market_value,nationality,player_height,player_agent,strong_foot,contract_value_time,appearances,PPG,goals,assists,own_goals,substitutions_on,substitutions_off,yellow_cards,second_yellow_cards,red_cards,penalty_goals,minutes_per_goal,minutes_played,goals_conceded,clean_sheet,crawl_timestamp
467599,Ben Wilmot,Stoke City,25.0,Centre-Back,0,4800.0,England,1.88,General Sports ...,right,2026.0,42.0,1.12,3.0,0.0,1.0,4.0,5.0,9.0,0.0,0.0,0.0,1.168,3.503,0.0,0.0,1748222939750
594731,Fabio Gruber,1.FC Nuremberg,22.0,Centre-Back,0,700.0,Germany,1.88,Match2gether,right,-,33.0,1.52,3.0,0.0,0.0,2.0,3.0,7.0,1.0,0.0,0.0,919.0,2.758,0.0,0.0,1748222964519
203842,Viktor Kovalenko,FC Empoli,29.0,Attacking Midfield,0,1000.0,Ukraine,1.82,ProStar,right,2025.0,8.0,,1.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,242.0,242.0,0.0,0.0,1748222976403
451906,David Nemeth,FC St. Pauli,24.0,Centre-Back,0,2500.0,Austria,1.91,YOU FIRST,both,-,26.0,1.0,1.0,1.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,2.301,2.301,0.0,0.0,1748222978300
657635,Bryan Teixeira,1.FC Magdeburg,24.0,Centre-Forward,0,600.0,Cape Verde,1.74,,right,2025.0,22.0,1.59,1.0,1.0,0.0,16.0,4.0,2.0,0.0,0.0,1.0,693.0,693.0,0.0,0.0,1748222981471
707809,Joël Schingtienne,Venezia,22.0,Centre-Back,0,3000.0,Belgium,1.88,BTFM,right,2029.0,20.0,0.9,0.0,0.0,0.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,1.482,0.0,0.0,1748222983523
140559,Raffaele Maiello,Bari,33.0,Defensive Midfield,0,300.0,Italy,1.77,,right,2025.0,15.0,0.93,1.0,0.0,0.0,7.0,7.0,3.0,0.0,0.0,0.0,677.0,677.0,0.0,0.0,1748223007918
444662,Niccolò Corrado,Brescia,25.0,Left-Back,0,1000.0,Italy,1.79,GR Sports,left,2027.0,38.0,1.13,1.0,2.0,0.0,17.0,11.0,1.0,0.0,0.0,0.0,2.021,2.021,0.0,0.0,1748223010253
658536,Simon Adingra,Brighton,23.0,Left Winger,0,30000.0,Cote d'Ivoire,1.75,Fidus Sports,right,2026.0,33.0,1.58,5.0,2.0,0.0,18.0,11.0,0.0,0.0,0.0,0.0,282.0,1.411,0.0,0.0,1748223012589
199070,Tommaso Arrigoni,Südtirol,31.0,Central Midfield,0,300.0,Italy,1.71,,right,-,21.0,0.86,1.0,1.0,0.0,2.0,4.0,3.0,0.0,0.0,0.0,1.727,1.727,0.0,0.0,1748223014351
454863,András Schäfer,Union Berlin,26.0,Central Midfield,0,5000.0,Hungary,1.78,,right,-,28.0,1.29,1.0,1.0,0.0,9.0,15.0,3.0,0.0,0.0,0.0,1.646,1.646,0.0,0.0,1748223016623
820241,Damion Downs,1.FC Köln,20.0,Centre-Forward,0,5000.0,United States,1.92,Wasserman,right,2026.0,32.0,1.72,11.0,6.0,0.0,9.0,20.0,2.0,0.0,0.0,0.0,179.0,1.964,0.0,0.0,1748223040980
74230,Pablo Sarabia,Wolves,33.0,Right Winger,0,7000.0,Spain,1.74,,left,2025.0,28.0,1.39,3.0,2.0,0.0,18.0,10.0,4.0,0.0,0.0,0.0,354.0,1.062,0.0,0.0,1748223043320
444208,Michael Obafemi,Plymouth,24.0,Centre-Forward,0,2000.0,Ireland,1.7,,right,2025.0,31.0,1.06,2.0,0.0,0.0,16.0,14.0,0.0,0.0,0.0,0.0,646.0,1.292,0.0,0.0,1748223055622
241889,Antonio Barreca,Südtirol,30.0,Left-Back,0,300.0,Italy,1.8,MVP United,left,2025.0,16.0,1.25,2.0,0.0,0.0,8.0,7.0,0.0,0.0,0.0,0.0,376.0,752.0,0.0,0.0,1748223058545
135343,Fabian Schär,Newcastle,33.0,Centre-Back,0,9000.0,Switzerland,1.86,Sports360 GmbH,right,2026.0,42.0,1.83,6.0,1.0,0.0,2.0,4.0,12.0,0.0,1.0,1.0,606.0,3.633,0.0,0.0,1748223070565
434433,Nikola Krstović,Lecce,25.0,Centre-Forward,0,14000.0,Montenegro,1.85,,right,2027.0,38.0,0.95,12.0,5.0,0.0,0.0,15.0,6.0,0.0,0.0,2.0,263.0,3.16,0.0,0.0,1748223094560
798929,Gvidas Gineitis,Torino,21.0,Central Midfield,0,5000.0,Lithuania,1.91,,left,2028.0,31.0,1.13,3.0,1.0,0.0,15.0,11.0,5.0,0.0,0.0,0.0,489.0,1.468,0.0,0.0,1748223096390
330288,Fabio Gerli,Modena,28.0,Defensive Midfield,0,900.0,Italy,1.73,,right,2026.0,35.0,1.17,1.0,3.0,0.0,2.0,11.0,4.0,0.0,0.0,0.0,2.9,2.9,0.0,0.0,1748223098535
562049,Edoardo Bove,Fiorentina,23.0,Central Midfield,0,5000.0,Italy,1.81,,right,2025.0,15.0,2.33,1.0,4.0,0.0,3.0,7.0,3.0,0.0,0.0,0.0,973.0,973.0,0.0,0.0,1748223100954
251295,Dzenis Burnic,Karlsruher SC,27.0,Right Midfield,0,1200.0,Bosnia-Herzegovina,1.81,,left,-,34.0,1.59,2.0,3.0,0.0,1.0,27.0,14.0,0.0,0.0,0.0,1.263,2.526,0.0,0.0,1748223103345
356141,Daichi Kamada,Crystal Palace,28.0,Attacking Midfield,0,15000.0,Japan,1.8,,right,2026.0,43.0,1.65,2.0,3.0,0.0,22.0,10.0,6.0,0.0,1.0,0.0,1.098,2.196,0.0,0.0,1748223105250
369567,Sasa Kalajdzic,Wolves,27.0,Centre-Forward,0,5000.0,Austria,2.0,,right,2027.0,,,,,,2.0,,,,,,,,0.0,0.0,1748223117074
1073997,Shio Fukuda,Bor. M'gladbach,21.0,Centre-Forward,0,500.0,Japan,1.78,,right,2027.0,21.0,1.0,5.0,2.0,0.0,6.0,13.0,2.0,0.0,0.0,0.0,241.0,1.206,0.0,0.0,1748223142729
616162,Alessandro Fontanarosa,Carrarese,22.0,Centre-Back,0,750.0,Italy,1.85,,left,2025.0,15.0,1.0,0.0,0.0,0.0,4.0,5.0,3.0,0.0,0.0,0.0,0.0,971.0,0.0,0.0,1748223144786
476237,Steven Alzate,Hull City,26.0,Central Midfield,0,4000.0,Colombia,1.8,Wasserman,right,2026.0,29.0,1.24,0.0,1.0,0.0,7.0,10.0,2.0,0.0,0.0,0.0,0.0,1.989,0.0,0.0,1748223147055
435338,Gabriel Magalhães,Arsenal,27.0,Centre-Back,0,75000.0,Brazil,1.9,Bertolucci Sports,left,2027.0,42.0,1.98,5.0,3.0,0.0,2.0,4.0,6.0,0.0,0.0,0.0,700.0,3.5,0.0,0.0,1748223149237
700441,Tyler Goodrham,Oxford United,21.0,Right Winger,0,2500.0,Ireland,1.7,,right,2027.0,44.0,1.09,4.0,6.0,0.0,10.0,12.0,6.0,0.0,1.0,0.0,791.0,3.162,0.0,0.0,1748223151191
923611,Ali-Eren Ersungur,Karlsruher SC,19.0,Attacking Midfield,0,200.0,Türkiye,1.85,Soccer and more,right,-,16.0,2.06,5.0,4.0,0.0,3.0,10.0,2.0,0.0,0.0,0.0,213.0,1.065,0.0,0.0,1748223190009
920938,Niklas Barthel,FC Schalke 04,20.0,Right-Back,0,50.0,Germany,1.8,CORESPORT,right,2025.0,14.0,0.43,0.0,0.0,0.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,699.0,0.0,0.0,1748223203166
585982,Carlos Augusto,Inter,26.0,Left-Back,0,22000.0,Brazil,1.84,GR Sports,left,2028.0,45.0,2.09,3.0,6.0,0.0,22.0,7.0,4.0,0.0,0.0,0.0,836.0,2.507,0.0,0.0,1748223206255
482383,Valon Zumberi,Hamburger SV,22.0,Centre-Back,0,150.0,Germany,1.88,,right,2025.0,,,,,,2.0,,,,,,,,0.0,0.0,1748223208367
504085,Tomás Esteves,Pisa,23.0,Right-Back,0,3000.0,Portugal,1.8,Gestifute,right,2026.0,,,,,,,,,,,,,,0.0,0.0,1748223210328
314965,Pedro Pereira,Monza,27.0,Right-Back,0,1800.0,Portugal,1.85,,right,2025.0,37.0,0.62,1.0,3.0,0.0,5.0,13.0,10.0,0.0,0.0,0.0,2.77,2.77,0.0,0.0,1748223212549
48002,Angelo Ogbonna,Watford,37.0,Centre-Back,0,300.0,Italy,1.91,,left,2025.0,8.0,1.13,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,579.0,0.0,0.0,1748223237964
457444,Giuseppe Aurelio,Spezia Calcio,25.0,Left-Back,0,400.0,Italy,1.86,Team Raiola,left,2025.0,28.0,1.57,4.0,0.0,0.0,13.0,7.0,1.0,0.0,0.0,0.0,349.0,1.395,0.0,0.0,1748223239274
171376,Alexander Milosevic,Portsmouth,33.0,Centre-Back,0,300.0,Sweden,1.93,,right,2025.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,1748223251223
213854,Cedric Gondo,Reggiana,28.0,Centre-Forward,0,500.0,Cote d'Ivoire,1.87,,right,2026.0,34.0,1.12,7.0,1.0,0.0,10.0,16.0,9.0,0.0,0.0,1.0,294.0,2.056,0.0,0.0,1748223263954
457672,Manuel Ricciardi,Cosenza,25.0,Right Midfield,0,350.0,Italy,1.84,,right,2026.0,32.0,0.91,4.0,2.0,0.0,11.0,14.0,6.0,1.0,0.0,0.0,495.0,1.978,0.0,0.0,1748223298595
400489,Eljif Elmas,Torino,25.0,Attacking Midfield,0,14000.0,North Macedonia,1.84,,right,2025.0,19.0,1.16,4.0,1.0,0.0,7.0,6.0,1.0,0.0,0.0,0.0,279.0,1.115,0.0,0.0,1748223300735
145923,Michael Ihiekwe,Sheff Wed,32.0,Centre-Back,0,250.0,England,1.85,Wasserman,right,-,25.0,1.12,2.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,1.038,2.075,0.0,0.0,1748223312715
74842,Mario Götze,E. Frankfurt,32.0,Attacking Midfield,0,5000.0,Germany,1.76,Sports360 GmbH,right,2026.0,35.0,1.89,5.0,3.0,0.0,6.0,24.0,1.0,0.0,0.0,0.0,465.0,2.324,0.0,0.0,1748223314820
438315,Andreas Müller,Darmstadt 98,24.0,Defensive Midfield,0,1200.0,Germany,1.73,,right,2026.0,35.0,1.37,2.0,0.0,0.0,1.0,18.0,7.0,0.0,0.0,0.0,1.396,2.792,0.0,0.0,1748223316859
632349,Jarell Quansah,Liverpool,22.0,Centre-Back,0,22000.0,England,1.9,,right,2029.0,25.0,1.92,0.0,0.0,2.0,12.0,3.0,3.0,0.0,0.0,0.0,0.0,1.29,0.0,0.0,1748223318902
796297,Jobe Bellingham,Sunderland,19.0,Central Midfield,0,22000.0,England,1.91,,right,2028.0,43.0,1.81,4.0,3.0,0.0,1.0,0.0,10.0,0.0,1.0,0.0,952.0,3.807,0.0,0.0,1748223368469
585949,Pierre Kalulu,Juventus,24.0,Centre-Back,0,26000.0,France,1.82,CAA Stellar,right,2025.0,39.0,1.59,1.0,0.0,0.0,4.0,2.0,3.0,0.0,1.0,0.0,3.161,3.161,0.0,0.0,1748223370507
776890,Nicolas Jackson,Chelsea,23.0,Centre-Forward,0,55000.0,Senegal,1.87,Epic Jackson,right,2033.0,33.0,1.73,12.0,5.0,0.0,4.0,23.0,8.0,0.0,1.0,0.0,196.0,2.357,0.0,0.0,1748223373553
847371,Dajaune Brown,Derby,19.0,Centre-Forward,0,250.0,Jamaica,1.82,,right,2027.0,19.0,0.84,2.0,1.0,0.0,13.0,6.0,0.0,0.0,0.0,0.0,320.0,639.0,0.0,0.0,1748223398051
893675,Amir Richardson,Fiorentina,23.0,Central Midfield,0,9000.0,Morocco,1.97,,left,2029.0,39.0,1.69,2.0,1.0,0.0,23.0,13.0,7.0,0.0,0.0,0.0,884.0,1.768,0.0,0.0,1748223422515
724537,Andrew Moran,Stoke City,21.0,Attacking Midfield,0,3000.0,Ireland,1.77,YMU Management Ltd.,right,2025.0,39.0,1.08,4.0,6.0,0.0,10.0,12.0,10.0,0.0,0.0,0.0,657.0,2.629,0.0,0.0,1748223424787
456492,Faride Alidou,1.FC K'lautern,23.0,Left Winger,0,1500.0,Germany,1.86,Dirk Hebel,right,-,15.0,1.13,0.0,1.0,0.0,15.0,0.0,2.0,0.0,0.0,0.0,0.0,299.0,0.0,0.0,1748223436709
256178,Joe Gomez,Liverpool,28.0,Centre-Back,0,25000.0,England,1.88,Wasserman,right,2027.0,17.0,2.59,0.0,0.0,0.0,6.0,4.0,2.0,0.0,0.0,0.0,0.0,874.0,0.0,0.0,1748223438491
227081,Joaquín Correa,Inter,30.0,Second Striker,0,3000.0,Argentina,1.88,,right,2025.0,22.0,2.0,2.0,4.0,0.0,15.0,3.0,3.0,0.0,0.0,0.0,422.0,843.0,0.0,0.0,1748223440511
341227,Juan Miranda,Bologna,25.0,Left-Back,0,11000.0,Spain,1.85,AC Talent,left,2027.0,38.0,1.55,0.0,6.0,0.0,8.0,5.0,4.0,0.0,1.0,0.0,0.0,2.761,0.0,0.0,1748223442497
377468,Anel Ahmedhodzic,Sheff Utd,26.0,Centre-Back,0,18000.0,Bosnia-Herzegovina,1.9,,right,2026.0,42.0,1.86,3.0,1.0,0.0,3.0,2.0,11.0,0.0,1.0,0.0,1.165,3.496,0.0,0.0,1748223444367
249565,Youri Tielemans,Aston Villa,28.0,Central Midfield,0,35000.0,Belgium,1.77,,right,2027.0,53.0,1.83,5.0,10.0,0.0,1.0,14.0,5.0,0.0,0.0,0.0,902.0,4.511,0.0,0.0,1748223446526
641553,Alessio Rizza,Cittadella,22.0,Left-Back,0,200.0,Italy,1.75,,left,-,6.0,1.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,175.0,0.0,0.0,1748223470775
215649,Mirko Marić,Venezia,30.0,Centre-Forward,0,700.0,Croatia,1.88,VPA SPORTS ...,left,2025.0,21.0,0.81,0.0,1.0,0.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,684.0,0.0,0.0,1748223472961
75489,Niclas Füllkrug,West Ham,32.0,Centre-Forward,0,12000.0,Germany,1.89,ROOF,right,2028.0,20.0,1.0,3.0,2.0,0.0,12.0,7.0,2.0,0.0,0.0,0.0,292.0,877.0,0.0,0.0,1748223485411
1075579,Mathys Angély,VfL Wolfsburg,18.0,Centre-Back,0,600.0,France,1.9,,left,-,7.0,2.29,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,593.0,0.0,0.0,1748223497748
610581,Ali Al-Hamadi,Stoke City,23.0,Centre-Forward,0,2500.0,Iraq,1.87,Wasserman,right,2025.0,28.0,1.11,3.0,1.0,0.0,15.0,13.0,5.0,0.0,0.0,0.0,370.0,1.111,0.0,0.0,1748223499885
160241,Kevin Akpoguma,TSG Hoffenheim,30.0,Centre-Back,0,2500.0,Nigeria,1.92,Unique Sports Group,right,2026.0,42.0,1.1,0.0,0.0,0.0,10.0,3.0,5.0,0.0,0.0,0.0,0.0,3.066,0.0,0.0,1748223511920
318204,David Raum,RB Leipzig,27.0,Left-Back,0,25000.0,Germany,1.81,ROOF,left,2027.0,29.0,1.45,1.0,6.0,0.0,2.0,8.0,7.0,0.0,0.0,0.0,2.3,2.3,0.0,0.0,1748223514074
715558,Marcelino Núñez,Norwich,25.0,Central Midfield,0,5000.0,Chile,1.73,Vibra Futbol,right,2026.0,35.0,1.31,6.0,4.0,0.0,5.0,18.0,6.0,0.0,0.0,0.0,415.0,2.488,0.0,0.0,1748223515998
543387,Cheick Doucouré,Crystal Palace,25.0,Defensive Midfield,0,30000.0,Mali,1.8,,right,2029.0,14.0,1.5,0.0,0.0,0.0,9.0,5.0,1.0,0.0,0.0,0.0,0.0,515.0,0.0,0.0,1748223517810
503160,Paul Nebel,1.FSV Mainz 05,22.0,Attacking Midfield,0,17000.0,Germany,1.69,PRO Profil GmbH,both,2027.0,33.0,1.52,10.0,7.0,0.0,6.0,8.0,4.0,1.0,0.0,0.0,249.0,2.491,0.0,0.0,1748223529614
658693,Roko Simic,Cardiff,21.0,Centre-Forward,0,3500.0,Croatia,1.9,,right,2028.0,6.0,0.67,1.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,308.0,308.0,0.0,0.0,1748223532191
568693,Pape Matar Sarr,Tottenham,22.0,Central Midfield,0,40000.0,Senegal,1.84,,right,2030.0,55.0,1.35,6.0,3.0,0.0,22.0,22.0,8.0,0.0,0.0,0.0,488.0,2.925,0.0,0.0,1748223554238
479999,Eberechi Eze,Crystal Palace,26.0,Attacking Midfield,0,55000.0,England,1.78,,right,2027.0,43.0,1.74,14.0,11.0,0.0,3.0,23.0,1.0,0.0,0.0,1.0,236.0,3.303,0.0,0.0,1748223566136
698259,Thomas Kristensen,Udinese,23.0,Centre-Back,0,6000.0,Denmark,1.98,,right,2028.0,24.0,1.21,1.0,0.0,0.0,5.0,3.0,5.0,0.0,0.0,0.0,1.753,1.753,0.0,0.0,1748223568272
618903,Josh Eccles,Coventry,25.0,Central Midfield,0,7000.0,England,1.81,Quantum Sport,right,2028.0,45.0,1.58,3.0,3.0,0.0,16.0,15.0,7.0,0.0,0.0,0.0,898.0,2.693,0.0,0.0,1748223570529
380473,Ilias Chair,QPR,27.0,Attacking Midfield,0,6000.0,Morocco,1.71,PANTHERA,right,-,29.0,1.1,2.0,6.0,0.0,8.0,15.0,2.0,0.0,0.0,0.0,886.0,1.772,0.0,0.0,1748223582284
380737,Pol Valentín,Sheff Wed,28.0,Right-Back,0,500.0,Spain,1.81,AS1,right,2025.0,37.0,1.24,2.0,0.0,0.0,22.0,6.0,6.0,0.0,0.0,0.0,870.0,1.74,0.0,0.0,1748223584138
924115,Tim Janisch,1.FC Nuremberg,19.0,Right Midfield,0,750.0,Germany,1.71,,right,2026.0,24.0,1.38,0.0,2.0,0.0,4.0,14.0,6.0,0.0,0.0,0.0,0.0,1.654,0.0,0.0,1748223586376
748720,Fabio Andrea Ruggeri,Salernitana,20.0,Centre-Back,0,200.0,Italy,1.84,GR Sports,right,2025.0,22.0,1.14,0.0,1.0,0.0,4.0,4.0,5.0,0.0,0.0,0.0,0.0,1.626,0.0,0.0,1748223589031
66219,Kyle Naughton,Swansea,36.0,Right-Back,0,100.0,England,1.81,,right,2025.0,26.0,1.46,0.0,0.0,0.0,14.0,11.0,1.0,0.0,0.0,0.0,0.0,1.054,0.0,0.0,1748223637314
358165,Yordan Osorio,Parma,31.0,Centre-Back,0,1700.0,Venezuela,1.89,,right,2025.0,4.0,0.25,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,217.0,0.0,0.0,1748223638847
401922,Samuel Chukwueze,AC Milan,26.0,Right Winger,0,14000.0,Nigeria,1.72,,left,2028.0,36.0,1.44,5.0,3.0,0.0,25.0,8.0,2.0,0.0,0.0,0.0,257.0,1.287,0.0,0.0,1748223642270
596153,Justin Njinmah,Werder Bremen,24.0,Right Winger,0,7000.0,Germany,1.85,Tenet Football,right,2027.0,30.0,1.5,3.0,4.0,0.0,20.0,10.0,3.0,0.0,0.0,0.0,366.0,1.099,0.0,0.0,1748223643701
256448,Gianluca Mancini,AS Roma,29.0,Centre-Back,0,18000.0,Italy,1.9,GR Sports,right,2027.0,46.0,1.78,3.0,2.0,0.0,1.0,4.0,8.0,0.0,0.0,0.0,1.318,3.954,0.0,0.0,1748223645821
207917,Alberto Moreno,Como,32.0,Left-Back,0,1800.0,Spain,1.71,,left,2025.0,25.0,1.16,0.0,0.0,0.0,3.0,13.0,4.0,0.0,0.0,0.0,0.0,1.814,0.0,0.0,1748223647737
602781,Daisuke Yokota,1.FC K'lautern,24.0,Right Winger,0,2500.0,Japan,1.71,PRO Profil GmbH,left,2025.0,33.0,1.55,5.0,5.0,0.0,6.0,22.0,4.0,0.0,0.0,0.0,454.0,2.272,0.0,0.0,1748223660652
139208,Virgil van Dijk,Liverpool,33.0,Centre-Back,0,28000.0,Netherlands,1.95,ROOF,right,2027.0,49.0,2.27,5.0,1.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,887.0,4.437,0.0,0.0,1748223662570
604320,Frans Krätzig,Heidenheim,22.0,Left Midfield,0,2000.0,Germany,1.77,ROOF,left,2025.0,23.0,1.17,1.0,3.0,0.0,3.0,14.0,2.0,0.0,0.0,0.0,1.669,1.669,0.0,0.0,1748223731693
357003,Martin Erlić,Bologna,27.0,Centre-Back,0,5000.0,Croatia,1.93,GR Sports,right,2029.0,11.0,1.27,0.0,1.0,0.0,6.0,3.0,1.0,0.0,0.0,0.0,0.0,436.0,0.0,0.0,1748223743796
670989,Saxon Earley,Plymouth,22.0,Left-Back,0,150.0,England,1.77,,"Jan 2, 2023",2025.0,3.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,1748223746048
279009,Marco Richter,Hamburger SV,27.0,Attacking Midfield,0,2000.0,Germany,1.76,,right,2025.0,28.0,1.79,1.0,2.0,0.0,14.0,14.0,2.0,0.0,0.0,0.0,1.202,1.202,0.0,0.0,1748223748692
141573,George Saville,Millwall,31.0,Central Midfield,0,1000.0,Northern Ireland,1.76,Refuel Performance ...,left,-,49.0,1.41,1.0,3.0,0.0,12.0,11.0,8.0,0.0,0.0,0.0,3.467,3.467,0.0,0.0,1748223750705
568377,Tijs Velthuis,Sassuolo,23.0,Centre-Back,0,800.0,Netherlands,1.89,Forza Sports Group,left,2025.0,10.0,1.3,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,733.0,0.0,0.0,1748223752540
619326,Aldo Florenzi,Cosenza,23.0,Central Midfield,0,1000.0,Italy,1.68,,right,2026.0,30.0,0.83,2.0,2.0,1.0,1.0,18.0,10.0,2.0,0.0,0.0,1.133,2.265,0.0,0.0,1748223754726
111196,Stefan de Vrij,Inter,33.0,Centre-Back,0,7000.0,Netherlands,1.89,P&P Sport ...,right,2025.0,40.0,2.35,3.0,1.0,0.0,9.0,7.0,3.0,0.0,0.0,0.0,947.0,2.84,0.0,0.0,1748223777610
1039342,Raphael Kofler,Südtirol,20.0,Centre-Back,0,800.0,Italy,1.93,,right,2028.0,29.0,1.31,1.0,0.0,0.0,7.0,8.0,5.0,0.0,0.0,0.0,1.95,1.95,0.0,0.0,1748223790563
468002,Ben Johnson,Ipswich,25.0,Right-Back,0,9000.0,England,1.84,,right,2028.0,27.0,0.85,1.0,3.0,0.0,11.0,3.0,3.0,1.0,0.0,0.0,1.615,1.615,0.0,0.0,1748223792303
307058,Mehdi Taremi,Inter,32.0,Centre-Forward,0,5000.0,Iran,1.85,,right,2027.0,43.0,2.16,3.0,9.0,0.0,25.0,10.0,1.0,0.0,0.0,2.0,629.0,1.887,0.0,0.0,1748223794096
902573,Mateusz Kowalski,Parma,19.0,Second Striker,0,300.0,Poland,1.97,SSM Agency,right,2028.0,2.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,1748223795972
239962,Denis Vavro,VfL Wolfsburg,29.0,Centre-Back,0,7000.0,Slovakia,1.89,,right,2025.0,43.0,1.56,3.0,0.0,0.0,4.0,3.0,6.0,0.0,0.0,0.0,1.209,3.626,0.0,0.0,1748223798565
696764,Abu Kamara,Hull City,21.0,Right Winger,0,4000.0,England,1.83,OmniSports,left,2028.0,40.0,1.03,6.0,4.0,0.0,13.0,20.0,1.0,0.0,0.0,0.0,415.0,2.489,0.0,0.0,1748223822704
435796,Kilian Fischer,VfL Wolfsburg,24.0,Right-Back,0,6000.0,Germany,1.82,Robert Schneider,both,2027.0,36.0,1.33,1.0,0.0,0.0,4.0,18.0,7.0,0.0,0.0,0.0,2.648,2.648,0.0,0.0,1748223824738
735571,Rodrigo Muniz,Fulham,24.0,Centre-Forward,0,20000.0,Brazil,1.86,,right,2026.0,36.0,1.58,11.0,2.0,0.0,23.0,12.0,1.0,0.0,0.0,0.0,123.0,1.355,0.0,0.0,1748223827062
139781,Tom Bradshaw,Oxford United,32.0,Centre-Forward,0,450.0,Wales,1.78,General Sports ...,right,-,24.0,0.96,1.0,0.0,0.0,16.0,8.0,1.0,0.0,0.0,1.0,855.0,855.0,0.0,0.0,1748223875482
40633,Milan Badelj,Genoa,36.0,Defensive Midfield,0,800.0,Croatia,1.86,,right,2025.0,25.0,1.12,1.0,1.0,0.0,2.0,19.0,4.0,0.0,0.0,0.0,1.628,1.628,0.0,0.0,1748223877864
609556,William Osula,Newcastle,21.0,Centre-Forward,0,7000.0,Denmark,1.91,CAA Stellar,right,2029.0,19.0,1.74,2.0,2.0,0.0,16.0,2.0,1.0,0.0,0.0,0.0,207.0,413.0,0.0,0.0,1748223879572
291222,Jean-Luc Dompé,Hamburger SV,29.0,Left Winger,0,2500.0,France,1.7,Libera Sports,right,2027.0,33.0,1.7,9.0,14.0,0.0,6.0,12.0,3.0,0.0,0.0,0.0,269.0,2.418,0.0,0.0,1748223891080
822959,Tom Bischof,TSG Hoffenheim,19.0,Central Midfield,0,25000.0,Germany,1.76,Sports360 GmbH,left,2025.0,41.0,1.0,6.0,3.0,0.0,2.0,17.0,7.0,0.0,0.0,0.0,549.0,3.291,0.0,0.0,1748223893432
255731,Wes Burns,Ipswich,30.0,Right Winger,0,2500.0,Wales,1.73,CAA Stellar,right,2026.0,19.0,0.79,0.0,1.0,0.0,6.0,13.0,1.0,0.0,0.0,0.0,0.0,979.0,0.0,0.0,1748223895645
906160,Saba Goglichidze,FC Empoli,20.0,Centre-Back,0,8000.0,Georgia,1.92,,right,2027.0,36.0,0.67,0.0,1.0,0.0,7.0,11.0,4.0,0.0,1.0,0.0,0.0,2.665,0.0,0.0,1748223897396
93844,Leonardo Bittencourt,Werder Bremen,31.0,Central Midfield,0,2000.0,Germany,1.71,feel soccer GmbH,right,2026.0,31.0,1.52,2.0,2.0,0.0,20.0,8.0,5.0,0.0,0.0,0.0,574.0,1.148,0.0,0.0,1748223899476
567472,Federico Zuccon,Salernitana,22.0,Central Midfield,0,1500.0,Italy,1.88,GR Sports,right,2025.0,18.0,1.44,0.0,0.0,0.0,10.0,6.0,1.0,0.0,0.0,0.0,0.0,756.0,0.0,0.0,1748223911566
209212,Solly March,Brighton,30.0,Right Winger,0,8000.0,England,1.8,,left,2026.0,11.0,2.09,1.0,1.0,0.0,9.0,2.0,2.0,0.0,0.0,0.0,239.0,239.0,0.0,0.0,1748223924081
250277,Morgan Fox,QPR,31.0,Left-Back,0,500.0,Wales,1.85,,left,2025.0,26.0,1.46,1.0,0.0,2.0,14.0,1.0,3.0,0.0,0.0,0.0,1.333,1.333,0.0,0.0,1748223925738
278332,Florian Neuhaus,Bor. M'gladbach,28.0,Central Midfield,0,3500.0,Germany,1.85,CN Sports,right,2027.0,19.0,1.11,0.0,1.0,0.0,16.0,2.0,1.0,0.0,0.0,0.0,0.0,437.0,0.0,0.0,1748223927037
121402,Ahmad Benali,Bari,33.0,Central Midfield,0,400.0,Libya,1.73,GR Sports,right,2025.0,35.0,1.2,1.0,2.0,0.0,1.0,11.0,14.0,0.0,0.0,0.0,2.906,2.906,0.0,0.0,1748223939386
464469,Torbjørn Heggem,West Brom,26.0,Centre-Back,0,1000.0,Norway,1.92,Nordic Sky,left,2027.0,45.0,1.42,1.0,2.0,1.0,0.0,4.0,3.0,0.0,0.0,0.0,4.014,4.014,0.0,0.0,1748223941876
532541,Luke Cundle,Millwall,23.0,Central Midfield,0,3500.0,England,1.71,,right,-,21.0,1.67,1.0,0.0,0.0,3.0,15.0,2.0,0.0,0.0,0.0,1.283,1.283,0.0,0.0,1748223944264
